X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,target
6,0,4,1,7,7,0,7,1,2,-228.1319740845812
1,3,1,1,6,6,1,1,4,4,-266.4719438777653
6,6,0,5,4,4,4,6,6,6,-41.66601611870388
4,7,5,8,8,7,5,0,8,7,49.50039580257095
8,1,5,6,3,6,7,7,1,2,105.21849850707021
4,2,3,3,4,2,9,4,8,5,64.79659962984024
5,8,0,1,9,5,7,6,6,3,22.04928499836359
1,5,8,3,1,1,5,4,0,1,-134.21681046561704
2,7,8,5,3,8,4,6,7,0,97.44865557340914
0,7,0,6,2,3,7,7,7,8,-182.35626495499005
4,7,1,4,1,6,6,6,8,9,49.236432444053435
9,4,6,8,10,7,9,7,8,5,462.99748408899006
5,8,6,8,6,6,9,6,0,7,205.5021765615263
0,1,7,7,5,3,6,8,1,5,-159.1085339056669
6,6,4,9,1,5,0,1,3,5,-150.4276491344622
4,1,0,2,4,4,1,1,7,6,-282.9424942206304
0,2,4,9,1,3,8,0,1,8,-186.38302303455754
6,7,4,1,5,3,1,3,1,6,-61.43867822121397
8,4,7,7,2,6,4,1,8,8,166.56722304356643
8,5,5,8,3,5,2,1,5,4,25.29214813710394
7,7,8,7,9,3,0,1,8,7,-92.90312224482771
2,1,5,7,7,2,5,0,3,3,-185.9102277948643
1,8,6,8,2,8,8,2,2,4,59.97227754731209
1,8,7,3,5,0,2,8,7,3,-43.76341701708998
4,3,7,7,8,8,6,9,6,3,145.25164081816106
2,7,3,8,6,9,8,0,3,2,-49.30073478702313
7,5,3,5,8,5,7,2,2,4,54.74505509085057
2,5,5,5,2,8,2,4,9,9,-8.177885677426126
7,7,2,7,2,2,1,6,7,6,-42.122291494376356
0,3,8,2,6,4,3,1,4,8,-169.67015117716036
9,0,1,3,6,9,7,8,9,6,203.86036761245373
5,8,3,3,4,6,7,9,8,1,172.09047020581846
8,7,5,3,0,8,3,2,8,8,175.38926245015358
0,6,7,8,7,8,2,6,5,3,-117.92637878416465
3,1,2,7,9,1,7,6,3,5,-115.57978756245514
4,9,1,4,5,2,9,8,1,6,165.39921564893498
0,4,4,3,3,2,3,2,2,9,-211.7910085162991
4,4,5,5,1,6,9,1,2,7,78.88983721692361
8,8,1,7,1,6,1,7,4,2,15.30199435943188
5,7,2,4,6,0,7,9,8,6,71.02983470447835
6,3,0,2,4,6,1,4,5,5,-163.3439338195074
9,0,5,6,7,8,3,4,7,0,166.23099516637035
1,1,9,1,0,0,1,5,7,2,-132.00063381757542
5,8,4,2,1,0,0,9,0,5,-197.57268376552219
1,1,6,5,2,6,7,3,5,5,-86.55164825393933
8,1,2,9,0,3,4,9,8,3,47.212127600253055
4,4,2,8,1,9,7,7,5,8,80.9177692352777
0,1,1,6,0,0,7,6,9,9,-246.05797587153629
8,5,1,7,1,7,2,7,3,2,-17.45231121102158
6,1,1,5,7,8,8,4,8,2,38.10302211687072
5,3,8,8,7,6,6,6,6,4,132.2849010625971
2,7,4,1,8,4,8,7,2,1,20.17459812159579
5,2,3,3,3,6,2,7,9,1,-6.655901472898599
7,3,2,5,4,8,8,1,8,2,115.52085934510553
7,5,2,1,1,7,8,1,1,6,75.03008854044575
9,1,5,8,3,4,1,4,7,8,30.67199314171262
6,4,3,1,5,6,8,1,6,0,47.891360369074434
3,4,6,4,5,2,7,8,6,9,101.05515603795394
2,7,0,8,2,9,9,7,5,5,69.34140279805999
4,5,2,2,2,5,0,2,4,0,-265.5301275623024
7,8,7,6,0,3,6,8,4,1,173.00246254222182
6,6,9,9,6,5,3,7,3,8,250.17174331590644
9,4,6,2,4,2,8,0,8,7,237.7820742578411
3,9,6,9,2,5,8,1,5,4,155.43387572493225
0,6,2,8,0,3,8,7,3,5,-99.50760243554329
2,1,6,7,2,6,6,2,3,6,-75.3891098980123
6,6,8,3,8,3,6,4,7,8,192.82917007151295
3,7,8,7,0,2,0,6,3,2,-83.33389786703617
1,9,3,2,0,2,9,2,3,2,130.4588829724553
6,5,0,8,2,2,6,9,5,7,-21.447408280690503
3,3,8,5,1,6,1,0,5,1,-113.2098515722278
7,1,2,9,2,3,0,2,7,1,-234.10599352620713
7,3,8,3,4,1,8,3,2,0,113.05691768489442
9,3,3,7,5,5,3,9,5,3,141.20543836805183
9,5,3,8,1,3,8,9,8,5,291.9955498440316
9,6,8,6,0,1,0,5,5,5,8.555339412601679
9,3,4,8,8,2,3,2,7,6,153.27320979244996
9,4,8,4,1,9,7,7,7,7,436.4776220356492
8,7,0,0,2,8,2,7,9,8,53.178697470905846
1,1,3,7,3,1,9,1,6,0,-127.74124725294185
0,4,2,0,3,2,8,8,3,6,-175.4437492271525
3,8,2,9,5,4,6,5,3,2,-15.761453608161318
3,7,4,1,6,3,8,2,4,3,34.0663068161865
2,1,3,1,5,8,2,7,0,6,-174.20255988601423
2,5,6,6,5,2,5,7,2,0,-59.21990669430553
5,6,6,1,1,9,7,4,3,8,155.46616436082255
7,8,1,3,3,9,1,6,6,1,2.117388015357591
2,0,6,4,8,0,1,6,3,1,-321.50718312209847
6,7,8,7,0,1,8,1,3,8,162.0400173870429
8,6,4,1,8,3,3,8,2,1,54.436067374530225
7,0,0,0,4,5,1,4,7,5,-258.02557762920674
7,6,3,6,7,0,6,1,2,1,-15.18414210377832
3,3,8,4,0,1,8,6,1,6,62.668510244354486
7,1,5,8,8,7,3,0,5,3,-39.359833745168736
6,8,3,1,7,5,7,8,2,9,172.49899006315965
2,4,9,7,6,4,9,9,5,8,312.40801527038747
2,6,0,6,9,7,6,1,5,2,-145.52490964448583
7,1,2,9,1,5,2,3,5,4,-102.9528711515284
3,3,0,1,0,3,1,5,6,6,-228.0591919760727
3,5,7,6,5,2,6,3,0,7,-22.802547495151693
9,7,3,6,6,8,8,6,9,6,369.95167910062685
1,2,9,6,5,3,8,3,1,5,80.80520857680622
8,2,1,4,5,8,0,0,7,6,-164.91838886550332
4,4,2,0,3,5,2,7,1,7,-124.51260122646009
8,1,5,10,4,3,1,1,2,2,-48.48913721215257
3,0,6,4,9,3,2,7,9,5,-78.02630821683766
0,6,4,1,6,1,8,5,9,7,-10.983543148608732
5,9,0,3,3,4,8,5,6,0,24.121209247987565
4,8,6,9,6,3,2,7,9,3,79.38635705653823
5,5,8,3,8,2,9,3,5,3,191.03246510281699
4,7,8,3,1,1,7,7,8,2,132.01758762649027
0,3,0,5,7,8,8,6,1,7,-346.41347646087763
8,8,9,8,8,0,7,2,6,8,249.01276078962724
9,0,5,0,1,9,3,3,1,0,37.71937759542806
8,1,0,1,6,3,4,6,5,9,-99.12618529901931
5,6,0,4,7,2,4,7,3,1,-155.50726345264556
0,4,8,9,1,9,2,9,0,4,-77.10482770822651
2,2,1,3,2,1,8,7,2,3,-91.80859506342853
3,8,8,2,6,3,8,3,6,6,157.32904525743783
5,5,2,2,1,9,3,0,9,4,-38.24506042677332
7,5,0,4,7,8,2,4,5,8,-70.48940302145556
6,3,1,7,5,8,7,8,0,5,26.84515002442909
2,2,8,8,7,4,1,1,1,8,-120.49452527905743
5,3,6,1,6,2,5,1,1,4,-99.26194341413539
9,4,9,7,7,6,6,3,6,7,310.09497107243834
7,2,5,2,7,5,7,6,4,0,77.53317055299257
6,9,1,2,8,8,4,3,5,2,39.429206533841736
9,5,1,7,5,7,4,3,3,9,119.68089188978848
6,9,7,4,1,2,8,4,2,4,175.0372388319649
7,0,1,1,6,1,9,0,2,9,-46.706054607659
1,9,2,4,2,6,8,1,8,5,-11.147097767811786
0,4,3,9,4,0,6,5,9,1,-174.2698917515708
7,6,5,8,5,5,5,3,2,6,88.2288680309267
8,7,6,8,2,4,6,9,4,2,207.86961647108623
1,8,1,3,9,1,9,2,2,6,-75.10070026503733
7,9,5,2,0,7,5,2,3,5,117.05873461712537
9,1,1,5,1,2,8,2,2,2,-7.899036399443688
2,8,8,3,3,4,5,1,1,3,27.73005128403477
5,1,6,1,9,2,3,0,5,0,-159.10089648617966
8,5,8,0,6,3,4,0,2,0,47.36048319361849
4,9,4,2,9,5,7,3,1,5,121.72983203505393
8,5,8,8,9,7,7,1,2,2,234.07145954888585
1,4,3,2,5,6,5,6,5,8,-73.12887270758917
9,1,0,4,2,6,1,2,1,3,-157.88657146039958
8,0,0,4,9,1,0,2,8,8,-321.99275986631255
5,3,1,5,3,7,5,3,6,4,-87.3901064944806
0,5,6,4,5,8,7,9,7,3,53.56723528367416
1,8,7,1,9,7,0,9,4,0,-76.29343696083754
9,7,2,9,7,6,1,6,5,8,189.62284721021405
2,8,6,2,2,0,8,2,4,6,56.8920441969495
6,8,4,0,4,4,4,8,7,3,88.4037802541652
3,6,7,8,0,6,4,7,6,1,30.267570905674376
3,6,6,3,8,7,4,9,2,8,68.51883759115735
0,3,6,6,1,3,5,4,1,8,-177.66305305789305
2,9,4,5,1,3,7,9,9,3,146.75325643730173
2,1,3,8,5,8,0,7,1,9,-209.96767566829823
2,6,3,1,1,4,8,1,0,4,-118.74369283064875
8,7,5,2,7,9,5,9,1,7,237.74901029864236
6,3,1,0,4,1,1,2,6,8,-153.54006434210186
3,4,3,0,3,1,6,5,0,1,-143.61466473950122
1,8,7,6,7,0,0,8,4,4,-129.35474241480375
1,4,0,0,3,2,6,0,5,1,-277.77908522342966
5,2,8,9,6,4,9,5,1,9,209.61534408601125
5,3,6,3,0,8,1,7,2,6,-3.076086096376713
2,4,3,6,2,5,3,7,2,2,-144.84193745163606
2,4,1,8,6,8,7,1,4,7,-86.2144382825407
2,8,4,7,5,2,7,1,3,5,-14.582043226966874
6,0,0,0,0,2,7,8,2,5,-123.39159408420308
1,2,4,8,1,5,1,1,1,2,-264.2948913889316
2,10,5,3,2,8,6,6,4,8,182.6180121577325
1,0,5,6,0,7,1,0,5,7,-303.7133503961131
8,4,9,3,9,3,2,8,7,7,224.97805062880852
2,2,5,4,6,5,2,4,2,0,-188.06508143694896
1,4,0,0,2,4,4,8,6,0,-220.60422356075546
9,2,5,7,0,1,9,4,9,1,335.2128149217116
3,0,5,1,9,8,6,0,4,1,-148.11770904951572
4,6,8,1,2,2,9,1,1,4,132.0761008397605
2,4,7,0,9,2,7,2,4,8,12.404789163123496
7,2,3,7,0,8,0,0,8,0,-152.11274043874596
8,2,6,6,1,3,2,8,5,5,69.8351560755487
6,4,2,1,3,5,7,0,9,9,65.55961571199428
2,3,3,0,3,4,4,5,8,6,-85.86942543761077
0,9,3,7,4,1,2,9,8,0,-151.11284689932515
1,9,3,7,4,2,7,2,4,5,-0.7339542001753898
6,5,5,6,7,1,5,1,1,3,-61.50301349398689
1,1,1,7,9,4,9,3,4,3,-77.73038782827743
7,4,2,8,5,1,8,6,7,5,98.65746121678536
7,7,9,2,9,1,9,8,7,8,419.6573874642142
0,8,5,8,0,6,3,3,4,0,-165.0892700378444
3,7,6,1,3,4,2,0,6,0,-117.90211925271956
5,1,5,6,5,4,7,4,4,3,5.604946823511241
8,9,6,9,2,2,4,8,1,8,236.30356983399923
1,2,9,7,8,1,4,7,7,0,11.067746032291275
2,3,1,5,6,0,1,8,0,3,-292.34485440580727
4,2,9,0,1,3,5,0,7,4,44.90184329074319
0,9,9,1,8,8,1,3,6,8,-15.784172007701756
7,5,5,5,4,4,6,5,4,4,90.80318489653395
1,7,7,6,7,9,2,4,2,3,14.390675809254198
1,1,7,8,9,0,9,8,9,1,81.00236274730835
1,6,7,8,4,8,4,7,9,4,62.55997435308332
7,4,10,7,6,6,4,3,2,9,284.3194015061103
9,8,9,5,9,3,6,4,1,1,338.83544307422596
9,2,5,9,7,5,3,8,5,9,157.77254737341843
9,8,2,3,9,8,5,8,4,0,223.06225242655003
1,1,6,0,4,4,8,8,5,0,-10.602011012627443
8,6,1,5,8,5,7,3,4,9,111.53653372117162
8,5,9,9,8,1,9,7,3,4,355.0548630389357
1,4,8,3,7,3,4,2,2,3,-115.79473341727596
6,3,1,4,5,8,1,7,6,2,-48.23239136109021
5,3,0,8,1,5,7,2,4,2,-139.69341760168314
2,7,7,0,7,0,1,6,9,9,-15.179912117786131
4,1,6,5,8,1,4,2,2,3,-102.85085025536189
3,8,7,5,5,4,0,8,1,1,-71.68782020256491
8,4,7,4,6,8,8,1,4,4,225.49235952087645
2,3,3,6,2,1,6,7,1,5,-124.33221311110748
8,5,1,2,5,4,2,7,8,8,51.632005552215155
3,7,6,4,3,1,3,4,8,3,-13.284761584484016
2,1,3,6,7,4,3,8,0,3,-196.29913819879565
2,4,7,9,9,6,9,4,4,2,97.72240687765643
4,6,8,8,1,6,10,5,0,1,309.2177070800702
8,8,5,3,1,7,3,8,3,1,150.3738280869366
1,6,9,8,7,2,2,4,5,5,29.310778186096293
7,3,7,4,1,5,1,9,3,1,47.905673415251876
3,8,9,9,7,4,9,8,9,7,487.34153154018986
1,6,4,2,1,8,7,5,6,5,-7.36278844170138
1,1,1,2,8,4,0,1,2,9,-336.8769303927031
8,0,5,0,2,7,1,1,5,5,-127.69363142627648
7,5,6,2,3,7,9,6,5,0,222.44157675129472
4,8,4,0,7,6,4,3,5,1,-7.513436012454832
1,2,4,8,0,8,7,5,5,5,-27.965507951034255
4,7,1,8,6,0,2,1,5,2,-214.5056458915828
2,2,7,1,9,7,1,7,0,8,-118.57530770463345
5,4,3,9,7,0,1,8,3,1,-126.74306782439598
0,8,8,6,4,1,9,7,4,6,67.40626212209449
7,9,8,4,2,3,6,5,9,5,339.43773513690894
8,9,3,9,2,4,0,8,0,3,8.788098331996366
0,7,1,6,6,2,0,3,4,7,-400.2572659663289
1,2,6,8,7,1,0,0,4,2,-371.0778731447249
6,6,8,6,4,7,6,5,3,7,207.8260883419276
2,2,9,3,3,2,1,4,9,8,-22.614945922635684
6,6,1,7,5,2,1,0,6,0,-236.49749061132889
2,0,6,6,8,1,3,1,1,6,-236.81298976106527
8,4,2,6,9,3,4,7,0,7,29.043393940186483
3,5,0,8,8,3,0,3,1,9,-312.8047704072043
0,1,8,3,8,7,6,7,2,2,-81.06085420161551
6,9,9,8,5,6,7,2,4,1,308.6613298425817
9,3,8,6,2,1,2,8,8,4,256.90580969547557
6,3,7,1,3,8,1,9,1,4,41.942648291252816
